codigo_oc,nombre_oc,fecha_creacion,tipo,codigo_licitacion,estado,organismo_codigo,organismo_nombre,organismo_rut,comuna,region,proveedor_codigo,proveedor_nombre,proveedor_rut,proveedor_comuna,proveedor_region,item_correlativo,codigo_categoria,categoria,codigo_producto,catalogo_id,producto,especificacion_comprador,cantidad,unidad,moneda,precio_neto_unitario,total_linea_derivado,total_item_reportado
2885-14-MC20,,2020-11-05T19:26:53Z,direct,,,,ILUSTRE MUNICIPALIDAD DE PUYEHUE | DIRECCION DE ADMINISTRACION Y FINANZAS,692106008,,Región de los Lagos ,,MOULINSART S.A. | MOULINSART S.A.,969578905,,,,,,,,ADQUISICION DE IMPLEMENTOS  Y ROPA,VestuarioPOLERAS SALVAVIDAS MANGA LARGA  CON LOGO MUNICIPAL,2.0,EA,CLP,9900.0,,
2885-14-MC20,,2020-11-05T19:26:53Z,direct,,,,ILUSTRE MUNICIPALIDAD DE PUYEHUE | DIRECCION DE ADMINISTRACION Y FINANZAS,692106008,,Región de los Lagos ,,MOULINSART S.A. | MOULINSART S.A.,969578905,,,,,,,,ADQUISICION DE IMPLEMENTOS  Y ROPA,VestuarioSHORT SALVAVIDAS CON LOGO MUNICIPAL,6.0,EA,CLP,9900.0,,
2885-14-MC20,,2020-11-05T19:26:53Z,direct,,,,ILUSTRE MUNICIPALIDAD DE PUYEHUE | DIRECCION DE ADMINISTRACION Y FINANZAS,692106008,,Región de los Lagos ,,MOULINSART S.A. | MOULINSART S.A.,969578905,,,,,,,,ADQUISICION DE IMPLEMENTOS  Y ROPA,VestuarioGORRO LEGIONARIO SALVAVIDAS CON LOGO MUNICIPAL.,2.0,EA,CLP,4500.0,,
2885-6-SE20,,2020-11-05T19:26:12Z,direct,,,,ILUSTRE MUNICIPALIDAD DE PUYEHUE | DIRECCION DE ADMINISTRACION Y FINANZAS,692106008,,Región de los Lagos ,,LEONARDO PATRICIO | LEONARDO PATRICIO,763016978,,Región de los Lagos ,,,,,,PRODUCCION DE EVENTO  FIESTA COSTUMBRISTA,Producción de eventosSERVICIO DE PRODUCCION DE EVENTOS 4TA FIESTA COSTUMBRISTA MAPUCHE HUILLICHE 2020,1.0,000,CLP,850000.0,,
2910-23-SE20,,2020-11-05T19:26:52Z,direct,,,,Ilustre Municipalidad de Futrono | Departamento de Salud,69200700K,,Región de Los Ríos,,COMERCIAL BIO-PHARMAMED LTDA | BIO-PHARMAMED LIMITADA,766952267,,Región Metropolitana de Santiago,,,,,,GLUCOSA LÍQUIDA,DextrosaGLUCOSA LÍQUIDA,484.0,000,CLP,855.0,,
2912-118-SE20,,2020-11-05T19:26:53Z,direct,,,,ILUSTRE MUNICIPALIDAD DE FRUTILLAR | Municipalidad de Frutillar Depto. Adm. Salud ,692207025,,Región de los Lagos ,,Abbott Laboratories de Chile Ltda. | Abbott Laboratories de Chile Ltda.,813783002,,Región Metropolitana de Santiago,,,,,,MEDICAMENTOS PARA LA FARMACIA MUNICIPAL DE FRUTILL,Cajas de medicamentos de servicios médicos de urgeGLUCERNA TRIPLECARE POLVO VAINILLA 850 G.,12.0,EA,CLP,11277.0,,
2912-119-SE20,,2020-11-05T19:26:53Z,direct,,,,ILUSTRE MUNICIPALIDAD DE FRUTILLAR | Municipalidad de Frutillar Depto. Adm. Salud ,692207025,,Región de los Lagos ,,Merck S.A. Productos Químicos | Merck S.A. Productos Farmacéuticos,806212008,,Región Metropolitana de Santiago,,,,,,MEDICAMENTOS PARA LA FARMACIA CESFAM DE FRUTILLAR,Clorhidrato de metforminaGLAFORNIL 850 MG ,200.0,BX,CLP,10000.0,,
2912-51-SE20,,2020-11-05T19:26:12Z,direct,,,,ILUSTRE MUNICIPALIDAD DE FRUTILLAR | Municipalidad de Frutillar Depto. Adm. Salud ,692207025,,Región de los Lagos ,,MARYORIE LISETTE | MARYORIE LISETTE,176594802,,Región de los Lagos ,,,,,,SERVICIOS DE ENFERMERA EN SAPU ,ProfesionalesSERVICIOS DE ENFERMERA EN SAPU ,21.0,HUR,CLP,8280.0,,
2912-64-SE20,,2020-11-05T19:26:11Z,direct,,,,ILUSTRE MUNICIPALIDAD DE FRUTILLAR | Municipalidad de Frutillar Depto. Adm. Salud ,692207025,,Región de los Lagos ,,MARIA TERESITA | MARIA TERESITA,140860646,,Región de los Lagos ,,,,,,SERVICIOS DE AUXILIAR DE SERVICIOS EN SAPU ,ProfesionalesSERVICIOS DE AUXILIAR DE SERVICIOS EN SAPU ,59.0,HUR,CLP,2390.0,,
2912-67-SE20,,2020-11-05T19:26:11Z,direct,,,,ILUSTRE MUNICIPALIDAD DE FRUTILLAR | Municipalidad de Frutillar Depto. Adm. Salud ,692207025,,Región de los Lagos ,,YOCELYN FRANCISCA | YOCELYN FRANCISCA,182061654,,Región de los Lagos ,,,,,,SERVICIOS DE MEDICO EN SAPU ,ProfesionalesSERVICIOS DE MEDICO EN SAPU ,23.0,HUR,CLP,16870.0,,
2923-11-SE20,,2020-11-05T19:26:52Z,direct,,,,ILUSTRE MUNICIPALIDAD DE CHAÑARAL | DAF,690301008,,Región de Atacama ,,Mario Alejandro | Mario Alejandro,765847753,,Región Metropolitana de Santiago,,,,,,GESTION DE PERSONAS ,Producción de eventos,1.0,000,CLP,26660000.0,,
2926-2-SE20,,2020-11-05T19:26:12Z,direct,,,,ILUSTRE MUNICIPALIDAD DE CHAÑARAL | SALUD,690301008,,Región de Atacama ,,LABORATORIO CHILE S.A. | LABORATORIO CHILE S.A.,775969407,,Región Metropolitana de Santiago,,,,,,ADQUISICIÓN MERTFORMINA CESFAM CHAÑARAL,Clorhidrato de metformina,25000.0,000,CLP,127.0,,
2980-18-SE20,,2020-11-05T19:26:11Z,direct,,,,Fuerza Aérea de Chile | Comando de Personal CEAFOSS,611030053,,Región Metropolitana de Santiago,,General Biotec Ltda. | General Biotec Ltda.,778720906,,Región Metropolitana de Santiago,,,,,,FAMEFA CTA 2 JMC,Suplemento de potasioNEOCATE JUNIOR TARRO X 400GR.,20.0,JR,CLP,26500.0,,
2980-19-SE20,,2020-11-05T19:26:11Z,direct,,,,Fuerza Aérea de Chile | Comando de Personal CEAFOSS,611030053,,Región Metropolitana de Santiago,,ABBVIE PRODUCTOS FARMACEUTICOS LIMITADA | ABBVIE PRODUCTOS FARMACEUTICOS LIMITADA,762127326,,Región Metropolitana de Santiago,,,,,,FAMEFA CTA 3 TAC,AdalimumabHUMIRA AC (40MG / 0.4 ML) X 2 PEN,6.0,000,CLP,568218.0,,
2980-22-SE20,,2020-11-05T19:26:11Z,direct,,,,Fuerza Aérea de Chile | Comando de Personal CEAFOSS,611030053,,Región Metropolitana de Santiago,,NOVARTIS CHILE S A | NOVARTIS CHILE S A,83002400K,,Región Metropolitana de Santiago,,,,,,FOSSAP CTA 2 VARIOS PACIENTES,Acetato de octreotidoSANDOSTATIN LAR 20 MG X 1 VIAL (BOM),3.0,000,CLP,641326.0,,
2980-22-SE20,,2020-11-05T19:26:11Z,direct,,,,Fuerza Aérea de Chile | Comando de Personal CEAFOSS,611030053,,Región Metropolitana de Santiago,,NOVARTIS CHILE S A | NOVARTIS CHILE S A,83002400K,,Región Metropolitana de Santiago,,,,,,FOSSAP CTA 2 VARIOS PACIENTES,Acetato de octreotidoSANDOSTATIN LAR 30 MG X 1 VIAL (BOM),1.0,000,CLP,990849.0,,
2980-27-SE20,,2020-11-05T19:26:11Z,direct,,,,Fuerza Aérea de Chile | Comando de Personal CEAFOSS,611030053,,Región Metropolitana de Santiago,,NOVOFARMA SERVICE S A | Novofarma Service S.A. - Bagó,969456702,,Región Metropolitana de Santiago,,,,,,FOSSAP CTA 2 MLA,Maleato de timololVARGATEF 150 MG ,1.0,000,CLP,1811513.0,,
3000-17-MC20,,2020-11-05T19:26:12Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,Alimentos campeonato de futbol - DIDECO-DEPORTES ,Papel higiénicoPapel higiénico doble hoja de 120 metros ,24.0,EA,CLP,294.0,,
3000-17-MC20,,2020-11-05T19:26:12Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,Alimentos campeonato de futbol - DIDECO-DEPORTES ,Bolsas de plásticoBolsa de basura de 80x110,10.0,EA,CLP,832.0,,
3000-17-MC20,,2020-11-05T19:26:12Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,Alimentos campeonato de futbol - DIDECO-DEPORTES ,Verduras frescasLechuga ,15.0,EA,CLP,420.0,,
3000-17-MC20,,2020-11-05T19:26:12Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,Alimentos campeonato de futbol - DIDECO-DEPORTES ,Verduras frescasZanahoria ,15.0,KGM,CLP,504.0,,
3000-17-MC20,,2020-11-05T19:26:12Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,Alimentos campeonato de futbol - DIDECO-DEPORTES ,Verduras frescasZapallo Camote ,3.0,KGM,CLP,832.0,,
3000-17-MC20,,2020-11-05T19:26:12Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,Alimentos campeonato de futbol - DIDECO-DEPORTES ,Verduras frescasZapallo Italiano ,10.0,EA,CLP,252.0,,
3000-17-MC20,,2020-11-05T19:26:12Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,Alimentos campeonato de futbol - DIDECO-DEPORTES ,Verduras frescasPAPAS ,1.0,SA,CLP,10084.0,,
3000-17-MC20,,2020-11-05T19:26:12Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,Alimentos campeonato de futbol - DIDECO-DEPORTES ,Verduras frescasPepinos de ensalada ,15.0,EA,CLP,252.0,,
3000-17-MC20,,2020-11-05T19:26:12Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,Alimentos campeonato de futbol - DIDECO-DEPORTES ,Verduras frescasCebolla,1.0,SA,CLP,5882.0,,
3000-17-MC20,,2020-11-05T19:26:12Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,Alimentos campeonato de futbol - DIDECO-DEPORTES ,Fruta frescaFrutas surtidas  (manzana-naranja-durazno-platano),720.0,EA,CLP,210.0,,
3000-17-MC20,,2020-11-05T19:26:12Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,Alimentos campeonato de futbol - DIDECO-DEPORTES ,Carnes frescas procesadas y preparadasJamón Sándwich ,120.0,OA,CLP,84.0,,
3000-17-MC20,,2020-11-05T19:26:12Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,Alimentos campeonato de futbol - DIDECO-DEPORTES ,Pescado estable sin refrigerarJurel tipo salmón ,20.0,EA,CLP,840.0,,
3000-17-MC20,,2020-11-05T19:26:12Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,Alimentos campeonato de futbol - DIDECO-DEPORTES ,Huevos frescosHuevos ( 30 unidades),2.0,BAN,CLP,3782.0,,
3000-17-MC20,,2020-11-05T19:26:12Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,Alimentos campeonato de futbol - DIDECO-DEPORTES ,MayonesaMayonesa ,2.0,EA,CLP,2101.0,,
3000-17-MC20,,2020-11-05T19:26:12Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,Alimentos campeonato de futbol - DIDECO-DEPORTES ,Leche o productos de mantequillaLeche liquida blanca de 1 litro ,30.0,EA,CLP,756.0,,
3000-17-MC20,,2020-11-05T19:26:12Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,Alimentos campeonato de futbol - DIDECO-DEPORTES ,Productos de mantequilla o leche en conservamargarina en pote de 1 kilo ,2.0,EA,CLP,1681.0,,
3000-17-MC20,,2020-11-05T19:26:12Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,Alimentos campeonato de futbol - DIDECO-DEPORTES ,Queso naturalQueso amarillo laminado ,120.0,OA,CLP,168.0,,
3000-17-MC20,,2020-11-05T19:26:12Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,Alimentos campeonato de futbol - DIDECO-DEPORTES ,Aceites de plantas y verduras comestiblesAceite vegetal ,12.0,EA,CLP,840.0,,
3000-17-MC20,,2020-11-05T19:26:12Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,Alimentos campeonato de futbol - DIDECO-DEPORTES ,Productos de edulcorantes o azúcares naturalesAzúcar,8.0,EA,CLP,546.0,,
3000-17-MC20,,2020-11-05T19:26:12Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,Alimentos campeonato de futbol - DIDECO-DEPORTES ,Hierbas secasorégano ,1.0,EA,CLP,1681.0,,
3000-17-MC20,,2020-11-05T19:26:12Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,Alimentos campeonato de futbol - DIDECO-DEPORTES ,"Sal de cocina o de mesaSal
",2.0,KGM,CLP,378.0,,
3000-17-MC20,,2020-11-05T19:26:12Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,Alimentos campeonato de futbol - DIDECO-DEPORTES ,Salsas para cocinarSalsa de tomates ,40.0,EA,CLP,336.0,,
3000-17-MC20,,2020-11-05T19:26:12Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,Alimentos campeonato de futbol - DIDECO-DEPORTES ,Paté u otras pastas para untarPate de ternera ,10.0,EA,CLP,420.0,,
3000-17-MC20,,2020-11-05T19:26:12Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,Alimentos campeonato de futbol - DIDECO-DEPORTES ,Pasta o tallarines naturales frescosFideos tipo tallarines ,30.0,EA,CLP,588.0,,
3000-17-MC20,,2020-11-05T19:26:12Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,Alimentos campeonato de futbol - DIDECO-DEPORTES ,Pasta o tallarines naturales frescosFideos tipo corbatas,19.0,EA,CLP,588.0,,
3000-17-MC20,,2020-11-05T19:26:12Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,Alimentos campeonato de futbol - DIDECO-DEPORTES ,CaféCafe ,1.0,JR,CLP,8403.0,,
3000-17-MC20,,2020-11-05T19:26:12Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,Alimentos campeonato de futbol - DIDECO-DEPORTES ,Té de hierbasTe en bolsas de 100 unidades ,3.0,EA,CLP,1681.0,,
3000-17-MC20,,2020-11-05T19:26:12Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,Alimentos campeonato de futbol - DIDECO-DEPORTES ,Jugo en polvoJugo en polvo sabor naranja ,60.0,EA,CLP,168.0,,
3000-17-MC20,,2020-11-05T19:26:12Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,Alimentos campeonato de futbol - DIDECO-DEPORTES ,Granos de LegumbresLentejas ,4.0,KGM,CLP,1681.0,,
3000-17-MC20,,2020-11-05T19:26:12Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,Alimentos campeonato de futbol - DIDECO-DEPORTES ,Granos de LegumbresPorotos ,3.0,KGM,CLP,1681.0,,
3000-17-MC20,,2020-11-05T19:26:12Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,Alimentos campeonato de futbol - DIDECO-DEPORTES ,Granos de CerealesArroz ,20.0,EA,CLP,580.0,,
3000-17-MC20,,2020-11-05T19:26:12Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,Alimentos campeonato de futbol - DIDECO-DEPORTES ,AjoAjo (cabeza),10.0,EA,CLP,168.0,,
3000-17-MC20,,2020-11-05T19:26:12Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,Alimentos campeonato de futbol - DIDECO-DEPORTES ,ServilletasServilleta blanca de 100 unidades ,7.0,EA,CLP,588.0,,
3000-55-MC20,,2020-11-05T19:26:53Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,leonor T Castillo | leonor T Castillo,104884709,,Región de Coquimbo ,,,,,,BIDONES DE AGUA DEPENDENCIAS MUNICIPALES,Agua mineralAgua mineral sin gas de 20 litros ,178.0,BD,CLP,1900.0,,
3000-56-MC20,,2020-11-05T19:26:53Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,pedro valencia | valmay,135360422,,Región de Coquimbo ,,,,,,"Servicio de traslado, DIDECO","Mini-furgonetas o furgonetasServicio de traslado en 2 furgones con capacidad para 20 personas c/u , para  Delegaciones participantes en Campeonato de Futbol “Copa Internacional Monte Patria 2020”, el día 16.01.2020, desde Rapel hasta cancha municipal de El Peralito, salida 17:00 hrs y regreso a las 22:30 hrs.",1.0,GL,CLP,140000.0,,
3000-58-MC20,,2020-11-05T19:26:53Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,INSUMOS ACTIVIDADES VERANO 2020,Leche o productos de mantequillaMARGARINA EN POTE 1 KILO ,2.0,KGM,CLP,3008.0,,
3000-58-MC20,,2020-11-05T19:26:53Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,INSUMOS ACTIVIDADES VERANO 2020,CaféCAFÉ EN TARRO 170 GRAMOS ,1.0,EA,CLP,3983.0,,
3000-58-MC20,,2020-11-05T19:26:53Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,INSUMOS ACTIVIDADES VERANO 2020,Té instantáneoTE EN BOLSAS DE 100 UNIDADES ,1.0,BX,CLP,1672.0,,
3000-58-MC20,,2020-11-05T19:26:53Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,INSUMOS ACTIVIDADES VERANO 2020,Jugo en polvoJUGOS EN POLVO VARIEDAD DE SABORES ,20.0,EA,CLP,336.0,,
3000-58-MC20,,2020-11-05T19:26:53Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,INSUMOS ACTIVIDADES VERANO 2020,Harina de trigoHARINA BLANCA 1 KILO ,8.0,KGM,CLP,580.0,,
3000-58-MC20,,2020-11-05T19:26:53Z,direct,,,,I MUNICIPALIDAD DE MONTEPATRIA | Dirección  Adm. y  Finanzas,690408007,,Región de Coquimbo ,,Comercial Flor María | Comercial Flor María,90449095,,Región de Coquimbo ,,,,,,INSUMOS ACTIVIDADES VERANO 2020,Producción de remolacha azucarera y caña de azúcarAZÚCAR 1 KILO,2.0,KGM,CLP,546.0,,
3013-32-SE20,,2020-11-05T19:26:12Z,direct,,,,ILUSTRE MUNICIPALIDAD DE RETIRO | Adquisiciones,691308006,,Región del Maule ,,MARIA | MARIA,191276116,,Región del Maule ,,,,,,COORDINADORA CENTRO ABIERTO COPIHUE,"Mano de obra temporalContratación de servicio de Coordinadora de Centro de Atención de Hijos de Madres Temporeras localidad de Copihue, labor que se desarrollará desde el 13 de enero al 07 de febrero 2020, según Decreto Exento Nº 155 de fecha 10/01/2020.",1.0,GL,CLP,650000.0,,
3016-28-MC20,,2020-11-05T19:26:53Z,direct,,,,ILUSTRE MUNICIPALIDAD DE LOLOL | ADQUISICIONES,690905000,,Región del Libertador General Bernardo O´Higgins,,Gabriela Giudici Valenzuela | Gabriela Giudici,102905474,,Región Metropolitana de Santiago,,,,,,Servicios Fotográficos 12° Encuentro de las Letras,"Servicios de fotografía aéreaServicios Fotográficos 12° Encuentro de las Letras del Valle de Lolol, 17 y 18 de Enero 2020, memo N°36",1.0,000,CLP,273890.0,,
3047-59-MC20,,2020-11-05T19:26:53Z,direct,,,,DIRECCION GENERAL DE LOS SERVICIOS DE LA ARMADA | ACADEMIA POLITECNICA NAVAL,619301005,,Región de Valparaíso ,,JACQUELINE | JACQUELINE,765136687,,Región de Valparaíso ,,,,,,MATERIALES MANTENCION DE DEPENDENCIAS GRUMETES,Conductos eléctricosCOMPRA SEGÚN COTIZACIÓN N° 2014,1.0,EA,CLP,410163.0,,
3052-1-SE20,,2020-11-05T19:26:52Z,direct,,,,I MUNICIPALIDAD DE SAN PEDRO DE ATACAMA | Dirección de Obras,692525000,,Región de Antofagasta ,,GLOBAL SYSTEM | CAPACITACIONES,769240330,,Región de los Lagos ,,,,,,CONSULTORIA ,Asesorías en gestión estratégicaCONSULTORIA ESTRATEGICA EN BASES DE LICITACION E INSPECCION TECNICA DE OBRAS 16 Y 17 DE ENERO 2020,1.0,000,CLP,6200000.0,,
3082-8-MC20,,2020-11-05T19:26:12Z,direct,,,,Municipalidad de Panquehue | Dpto. Administraciòn y Finanzas,690508001,,Región de Valparaíso ,,bella roxana | bella roxana,533162657,,Región de Valparaíso ,,,,,,Compra de Insumos de Aseo,Bolsas de basuraCompra de artículos de aseo para uso en los diferentes departamentos municipales.,1.0,EA,CLP,125640.0,,
3117-62-MC20,,2020-11-05T19:26:12Z,direct,,,,DIRECCION GENERAL DE LOS SERVICIOS DE LA ARMADA | DEPTO. DE BIENESTAR SOCIAL (V),611020066,,Región de Valparaíso ,,CRISTIAN  | CRISTIAN ,770233372,,Región de Valparaíso ,,,,,,CONFECCION PLANOS SISTEMA HIDRAULICO CR. MAITENES,Dibujo técnicoCONFECCION DE PLANO SISTEMA HIDRAULICO PARA ACCESO A PISCINA.,1.0,EA,CLP,416000.0,,
3131-31-SE20,,2020-11-05T19:26:52Z,direct,,,,DIRECCION GENERAL DE LOS SERVICIOS DE LA ARMADA | ESTACION NAVAL METROPOLITANA,611020708,,Región Metropolitana de Santiago,,Automotores Gildemeister SPA | SERVICIO TECNICO GILDEMEISTER,79649140K,,Región Metropolitana de Santiago,,,,,,Mantenimiento preventivo vehiculo fiscal AU-441,"Kit de mantenimiento de vehículo de soporte en tieServicio de mantenimiento preventivo por 110.000 km  de vehículo fiscal SIGLA NAVAL AU-441, dependiente de la Estación Naval Metropolitana.
MARCA: HYUNDAI
MODELO: ELANTRA 1.6
PATENTE: DZRH11

*ACEPTAR ORDEN DE COMPRA EN EL PORTAL*
*ENVÍAR FACTURA ELECTRÓNICA A LOS CORREOS ELECTRÓNICOS:
 acaniunir@armada.cl, fbenavides@armada.cl, mgrandon@armada.cl, facturasestanavmet@armada.cl*",1.0,EA,CLP,94512.0,,
